"","Station_S1","S1","Date_S1","Orbit","angle","LIA_Deg","NDMI_L8","NDVI","NDVI_L8","RVI","ST_B10","VH","VH_multilook","VH_VV","VV","VV_multilook","VV_VH","Date_GTD","landuse","sd_obs_02","obs_02","sd_obs_05","obs_05","elevation","latitude","longitude","slope"
"11","B1","S1A_IW_GRDH_1SDV_20220625T052726_20220625T052751_043815_053B13_5CC1_168",2022-06-25 05:27:26,"168",38.709342956543,50.441149749041,0.259804606437683,7726,0.461263716220856,2.36309732658989,44356,-20.406824391715,-19.2280552945742,1.44363948142801,-13.2013379970837,-13.3191531140131,0.692693718109472,2022-06-25 07:22:30,"me",0.000336900485518885,0.2608925,1.95005311283102e-05,0.257217475,985,46.6612357187845,10.5901939687208,12.4180821079834
"12","B1","S1A_IW_GRDH_1SDV_20220410T170712_20220410T170737_042714_0518DD_0B5A_117",2022-04-10 17:07:12,"117",35.432933807373,27.0333551152314,0.085972286760807,5697,0.246417209506035,2.74581059438052,40916,-18.7833739486552,-15.247477986831,2.18931094623965,-9.65173378752489,-6.9645100039444,0.456764719382414,2022-04-10 19:07:30,"me",0.000601519636895945,0.167451675,0.000306626046966934,0.1458024875,985,46.6612357187845,10.5901939687208,12.4180821079834
"13","B1","S1A_IW_GRDH_1SDV_20210602T170709_20210602T170734_038164_048116_4304_117",2021-06-02 17:07:09,"117",35.4323234558105,27.0326847675757,0.295927286148071,NA,0.510807693004608,2.69360203809045,44898,-16.9462081613816,-14.4384982126619,2.06185413375357,-10.0808741080826,-7.00267685104224,0.485000361388086,2021-06-02 19:07:30,"me",0.000457142011187831,0.2160774875,0.000515990833251904,0.19711835,985,46.6612357187845,10.5901939687208,12.4180821079834
"14","B1","S1A_IW_GRDH_1SDV_20211203T052724_20211203T052749_040840_04D945_01DF_168",2021-12-03 05:27:24,"168",38.7128601074219,50.4454614917242,0.116195373237133,NA,0.372443646192551,2.4244588907259,36646,-23.5990541163252,-22.0877457878616,1.53881030234935,-16.150186268686,-14.35378080985,0.649852680654183,2021-12-03 06:22:30,"me",0.000553762785566676,0.2685816625,0.000541322396510883,0.2450033375,985,46.6612357187845,10.5901939687208,12.4180821079834
"15","B1","S1A_IW_GRDH_1SDV_20211017T171536_20211017T171601_040162_04C1B1_7308_15",2021-10-17 17:15:36,"15",44.0080947875977,35.6154485722493,NA,7238,NA,2.58718775647,NA,-17.0586017983433,-16.5314321069078,1.83123254227027,-13.5362274126225,-9.02748925945416,0.54608029123393,2021-10-17 19:22:30,"me",0.000283350337164845,0.189400825,1.40260981235517e-05,0.1846925,985,46.6612357187845,10.5901939687208,12.4180821079834
"16","B1","S1B_IW_GRDH_1SDV_20210824T171440_20210824T171505_028391_036337_F1B4_15",2021-08-24 17:14:40,"15",44.7101821899414,35.8102488276013,0.261552035808563,6832,0.461302489042282,2.5699439200438,43018,-14.8230685410487,-14.7675278920544,1.79709310429457,-9.82061834982151,-8.21745287251059,0.556454196841705,2021-08-24 19:07:30,"me",0.000327462733975725,0.123258325,1.12616844083904e-05,0.1252766375,985,46.6612357187845,10.5901939687208,12.4180821079834
"17","B1","S1B_IW_GRDH_1SDV_20201214T052628_20201214T052653_024694_02EFD8_F230_168",2020-12-14 05:26:28,"168",38.2687225341797,50.0756373304646,NA,5862,NA,2.41483874571889,NA,-22.1100751995053,-20.0312531564359,1.52340258077658,-13.8428687006766,-13.149021413778,0.656425302555436,2020-12-14 06:22:30,"me",0,0.3039,0,0.2698,985,46.6612357187845,10.5901939687208,12.4180821079834
"18","B1","S1A_IW_GRDH_1SDV_20200623T052714_20200623T052739_033140_03D6D5_D868_168",2020-06-23 05:27:14,"168",38.7138862609863,50.4452292211962,NA,6827,NA,2.39490683483107,NA,-22.2532561607905,-20.5879260387409,1.49206718139567,-18.9815500890795,-13.7982567376645,0.670211108768311,2020-06-23 07:22:30,"me",0.000696207031887791,0.1876941625,8.69315617515909e-05,0.187175825,985,46.6612357187845,10.5901939687208,12.4180821079834
"19","B1","S1A_IW_GRDH_1SDV_20200506T052711_20200506T052736_032440_03C1BA_386B_168",2020-05-06 05:27:11,"168",38.7139205932617,50.4453702023399,0.321018129587173,7426,0.504003882408142,2.38189174545039,43506,-21.5072058199411,-20.5906736079132,1.47202249216222,-14.3935878038935,-13.9880156163022,0.679337445809759,2020-05-06 07:22:30,"me",0.000371550804063175,0.2202475,0.000347348712185811,0.208615825,985,46.6612357187845,10.5901939687208,12.4180821079834
"20","B1","S1B_IW_GRDH_1SDV_20200625T170621_20200625T170646_022193_02A1E6_5307_117",2020-06-25 17:06:21,"117",35.5686798095703,27.1015017988428,NA,6827,NA,2.70462152472531,NA,-19.8879205655895,-13.8956706951066,2.08790062236581,-11.5418412364133,-6.65533145890886,0.478949998523826,2020-06-25 19:07:30,"me",0.00228877303401844,0.2879833125,0.00222948910098896,0.25793415,985,46.6612357187845,10.5901939687208,12.4180821079834
"21","B1","S1A_IW_GRDH_1SDV_20221124T170721_20221124T170746_046039_0582A3_C30A_117",2022-11-24 17:07:21,"117",35.433521270752,27.0374983626887,0.224825695157051,NA,0.424691528081894,2.80779414306448,37533,-19.7270555629645,-15.6656703787458,2.35512527197419,-7.90878645236167,-6.65173550008832,0.424605863603064,2022-11-24 18:07:30,"me",0.000541103546995795,0.2449875,0,0.2615,985,46.6612357187845,10.5901939687208,12.4180821079834
"22","B1","S1A_IW_GRDH_1SDV_20210922T052725_20210922T052750_039790_04B4CC_B78B_168",2021-09-22 05:27:25,"168",38.7160530090332,50.447819944374,0.256709218025208,NA,0.447488278150558,2.42118794594707,43063,-17.262341086587,-20.1547058659086,1.53355045632676,-14.3299206335777,-13.1425123853989,0.652081577019156,2021-09-22 07:22:30,"me",0.0003127608762526,0.253025,0.000238823041183215,0.233689975,985,46.6612357187845,10.5901939687208,12.4180821079834
"23","B1","S1A_IW_GRDH_1SDV_20221129T171541_20221129T171606_046112_058516_1899_15",2022-11-29 17:15:41,"15",43.9943733215332,35.6072159009938,0.224825695157051,NA,0.424691528081894,2.56259052429446,37533,-17.4395028217931,-15.0472063177884,1.78278393708004,-12.7711991422574,-8.44028600708266,0.560920467814999,2022-11-29 18:22:30,"me",0.000857073819853684,0.2511624875,7.13591269566291e-06,0.2488200125,985,46.6612357187845,10.5901939687208,12.4180821079834
"24","B1","S1A_IW_GRDH_1SDV_20221206T170720_20221206T170745_046214_05889F_CD89_117",2022-12-06 17:07:20,"117",35.4276657104492,27.0325188921989,0.224825695157051,NA,0.424691528081894,2.89204860362332,37533,-21.2862780486576,-15.7941701367555,2.61026667151748,-6.75401700603536,-6.05078795553619,0.383102619709981,2022-12-06 18:07:30,"me",0.000340073521462633,0.2838075,1.27260629642939e-05,0.3034349875,985,46.6612357187845,10.5901939687208,12.4180821079834
"25","B1","S1A_IW_GRDH_1SDV_20221211T171541_20221211T171606_046287_058B0F_A90A_15",2022-12-11 17:15:41,"15",43.9916801452637,35.604546532365,0.098961777985096,NA,0.332682311534882,2.59033756721619,37498,-21.3759874303852,-18.4263372343182,1.8375587707908,-9.56199987911558,-10.0276179065491,0.544200281316525,2022-12-11 18:22:30,"me",0.000682747763374492,0.2693266625,1.23050222034978e-05,0.290662475,985,46.6612357187845,10.5901939687208,12.4180821079834
"26","B1","S1A_IW_GRDH_1SDV_20200624T171525_20200624T171550_033162_03D77A_B513_15",2020-06-24 17:15:25,"15",44.0173759460449,35.6178174913581,NA,6827,NA,2.56681260606224,NA,-19.7952496843335,-14.3571165016944,1.79098184711894,-12.6212476926369,-8.01633837036925,0.558352951264496,2020-06-24 19:22:30,"me",0.000518448632942552,0.137201675,2.16787585306168e-05,0.15503335,985,46.6612357187845,10.5901939687208,12.4180821079834
"27","B1","S1A_IW_GRDH_1SDV_20200507T171522_20200507T171547_032462_03C261_C6B4_15",2020-05-07 17:15:22,"15",44.0149040222168,35.6156620547874,0.321018129587173,7426,0.504003882408142,2.52238682762109,43506,-19.6100284844364,-15.3370396755507,1.7070684498299,-12.0951367462226,-8.98443157160976,0.5857995911644,2020-05-07 19:22:30,"me",0.000473838715025635,0.160035825,0.000300120055739604,0.155349175,985,46.6612357187845,10.5901939687208,12.4180821079834
"28","B1","S1A_IW_GRDH_1SDV_20210326T052716_20210326T052741_037165_04604D_A568_168",2021-03-26 05:27:16,"168",38.7151756286621,50.4466189182718,-0.0211808923631907,4369,0.218744456768036,2.34313203488537,43333,-22.7585187470408,-20.7670228909923,1.41419357741234,-13.5421953619407,-14.6847102282782,0.707116773808137,2021-03-26 06:22:30,"me",7.96024721439183e-06,0.1292933375,9.45323971299983e-05,0.1265291625,985,46.6612357187845,10.5901939687208,12.4180821079834
"29","B1","S1A_IW_GRDH_1SDV_20200916T171530_20200916T171555_034387_03FFB9_C23C_15",2020-09-16 17:15:30,"15",44.0142135620117,35.6158491122806,0.276242166757584,NA,0.448098540306091,2.62108087544255,40526,-18.0946343537082,-15.7775632269141,1.90082277398522,-10.3305667678543,-8.3003862552821,0.526087972895772,2020-09-16 19:22:30,"me",0.00047899744929235,0.149427475,0.000234021401646453,0.157570825,985,46.6612357187845,10.5901939687208,12.4180821079834
"30","B1","S1A_IW_GRDH_1SDV_20210923T171536_20210923T171601_039812_04B582_E401_15",2021-09-23 17:15:36,"15",44.0055465698242,35.6102824165515,0.256709218025208,NA,0.447488278150558,2.59351740130527,43063,-17.6286838575517,-15.6650981940458,1.8439740411379,-11.5928271330517,-8.49529214867852,0.542306983553254,2021-09-23 19:22:30,"me",0.000345000024844715,0.218675,0.000329759641633113,0.2086574875,985,46.6612357187845,10.5901939687208,12.4180821079834
"31","B1","S1A_IW_GRDH_1SDV_20230421T052727_20230421T052752_048190_05CB44_8EFC_168",2023-04-21 05:27:27,"168",38.7157440185547,50.4478132204007,NA,6082,NA,2.32046245650931,NA,-19.3609450161084,-19.0569758305392,1.38160797030267,-18.8101285801806,-13.7933308435998,0.723794319007096,2023-04-21 07:22:30,"me",9.25564499565786e-06,0.1843683125,9.03919046627793e-06,0.1915874875,985,46.6612357187845,10.5901939687208,12.4180821079834
"32","B1","S1B_IW_GRDH_1SDV_20210831T170644_20210831T170709_028493_03666B_5CAF_117",2021-08-31 17:06:44,"117",34.657398223877,26.9268461624049,0.261552035808563,6832,0.461302489042282,2.72995282315636,43018,-14.4002327514402,-14.1744431225057,2.14948930475238,-6.70929621690356,-6.59433061200485,0.465226785631855,2021-08-31 19:07:30,"me",0.000300290971987402,0.148669975,0.000221435362626273,0.1467633375,985,46.6612357187845,10.5901939687208,12.4180821079834
"33","B1","S1A_IW_GRDH_1SDV_20220731T052729_20220731T052754_044340_054AAA_146D_168",2022-07-31 05:27:29,"168",38.7113647460938,50.4431187033435,0.249272838234901,7278,0.437368214130402,2.31378336481478,43316,-17.9795552238702,-18.5225134563233,1.37217443864242,-16.4397349075465,-13.4986579947144,0.728770316541798,2022-07-31 07:22:30,"me",0.000382634726973013,0.26951165,0.000359110587821791,0.2676458,985,46.6612357187845,10.5901939687208,12.4180821079834
"34","B1","S1A_IW_GRDH_1SDV_20221218T170719_20221218T170744_046389_058E9C_2164_117",2022-12-18 17:07:19,"117",35.4285507202148,27.030428813726,0.098961777985096,NA,0.332682311534882,2.77474231953895,37498,-21.1866346117495,-17.7078124901139,2.26461940519715,-8.67609800581767,-7.8193326655577,0.441575302986925,2022-12-18 18:07:30,"me",0.000125942418106734,0.2217699875,0.00030691449716725,0.254655,985,46.6612357187845,10.5901939687208,12.4180821079834
"35","B1","S1B_IW_GRDH_1SDV_20200804T052612_20200804T052637_022769_02B36C_5A3C_168",2020-08-04 05:26:12,"168",38.846019744873,50.8171577902521,0.30113297700882,7372,0.505389928817749,2.32840801649566,43373,-16.3643764707286,-17.5221084964502,1.39292844155329,-11.394569749726,-12.5793314098109,0.71791196889115,2020-08-04 07:22:30,"me",0.00102571305476448,0.283618325,0.0012845216519334,0.2752,985,46.6612357187845,10.5901939687208,12.4180821079834
"36","B1","S1B_IW_GRDH_1SDV_20210328T170636_20210328T170701_026218_032104_08E1_117",2021-03-28 17:06:36,"117",34.9346046447754,27.1030774047003,-0.0211808923631907,4369,0.218744456768036,2.71102389193759,43333,-14.6171484338319,-15.1191942226584,2.10323827957741,-11.360818668609,-7.18853130882356,0.475457303012249,2021-03-28 19:07:30,"me",0.000387025306481557,0.113444175,2.84488011296494e-05,0.112255,985,46.6612357187845,10.5901939687208,12.4180821079834
"37","B1","S1A_IW_GRDH_1SDV_20201220T052718_20201220T052743_035765_042F95_432D_168",2020-12-20 05:27:18,"168",38.7140350341797,50.4466849440642,NA,NA,NA,2.36935135043741,NA,-25.501795876399,-19.9078489825778,1.45301156755809,-14.486835986054,-13.7010946279214,0.688225766626612,2020-12-20 06:22:30,"me",0.00022763136827211,0.2971058375,0.000292262059203725,0.2597433375,985,46.6612357187845,10.5901939687208,12.4180821079834
"38","B1","S1B_IW_GRDH_1SDV_20200512T052611_20200512T052636_021544_028E77_868F_168",2020-05-12 05:26:11,"168",39.1300354003906,51.0665678781418,0.321018129587173,7426,0.504003882408142,2.37632537271469,43506,-20.0575328882814,-20.8468650453414,1.46354776553217,-15.8540430055029,-14.2440619543163,0.683271174027165,2020-05-12 07:22:30,"me",1.17955727166699e-05,0.1116025125,0.000307970276569023,0.1115941625,985,46.6612357187845,10.5901939687208,12.4180821079834
"39","B1","S1A_IW_GRDH_1SDV_20230422T171539_20230422T171604_048212_05CC09_24C9_15",2023-04-22 17:15:39,"15",44.0053749084473,35.609899920212,NA,6082,NA,2.50278912271739,NA,-16.8935487645879,-15.840142416042,1.67163434402767,-11.8776699727346,-9.47584169506618,0.598216950718171,2023-04-22 19:22:30,"me",0.000426795145741579,0.145653325,5.59130383465372e-06,0.1610008375,985,46.6612357187845,10.5901939687208,12.4180821079834
"40","B1","S1A_IW_GRDH_1SDV_20200514T170702_20200514T170727_032564_03C58C_46BD_117",2020-05-14 17:07:02,"117",35.4414024353027,27.0322411556961,0.321018129587173,7426,0.504003882408142,2.62663631376379,43506,-16.324436356906,-13.7625992233108,1.91255698697135,-10.8270359679938,-7.19591589535052,0.522860237269876,2020-05-14 19:07:30,"me",0.000328047918701351,0.2183441625,0.000498748115642696,0.2101425,985,46.6612357187845,10.5901939687208,12.4180821079834
"41","B1","S1A_IW_GRDH_1SDV_20220801T171539_20220801T171604_044362_054B51_5F8F_15",2022-08-01 17:15:39,"15",44.0104675292969,35.6150038088235,0.249272838234901,7278,0.437368214130402,2.58196422452586,43316,-18.1286824419234,-15.2976436892032,1.82080330354327,-11.2024089357774,-8.40159047352017,0.54920814239188,2022-08-01 19:22:30,"me",0.000316620348366936,0.209629975,0.000375570635357528,0.207791675,985,46.6612357187845,10.5901939687208,12.4180821079834
"42","B1","S1B_IW_GRDH_1SDV_20210425T052624_20210425T052649_026619_032DCD_1DF4_168",2021-04-25 05:26:24,"168",38.716495513916,50.5416409615948,NA,6542,NA,2.3373850560567,NA,-23.0045612066786,-20.1794708376647,1.40584869910589,-16.3161909446825,-14.3539421066426,0.711314098477309,2021-04-25 07:22:30,"me",0.000352270910359786,0.15499,0.000202163066695463,0.1269266625,985,46.6612357187845,10.5901939687208,12.4180821079834
"43","B1","S1A_IW_GRDH_1SDV_20210607T171530_20210607T171555_038237_04832F_4513_15",2021-06-07 17:15:30,"15",44.0097923278809,35.6144078547014,0.295927286148071,NA,0.510807693004608,2.57068971008389,44898,-18.2043837488048,-13.8747785705189,1.7985525803741,-11.0464779064633,-7.71441364679639,0.556002649526097,2021-06-07 19:22:30,"me",0.000272963586988133,0.1726741625,0.000233456890713108,0.1817591625,985,46.6612357187845,10.5901939687208,12.4180821079834
"44","B1","S1A_IW_GRDH_1SDV_20211215T052724_20211215T052749_041015_04DF48_0F3F_168",2021-12-15 05:27:24,"168",38.7136764526367,50.4463040967553,0.103431046009064,NA,0.330588459968567,2.36289773618556,36135,-21.4834397054653,-19.917613345588,1.44334156052049,-14.6260937104903,-13.7996534502931,0.692836697392255,2021-12-15 06:22:30,"me",0.000493949069092299,0.2978625,0.000351027788887742,0.26527,985,46.6612357187845,10.5901939687208,12.4180821079834
"45","B1","S1A_IW_GRDH_1SDV_20200923T170709_20200923T170734_034489_040367_08AE_117",2020-09-23 17:07:09,"117",35.4463310241699,27.0355386183082,0.276242166757584,NA,0.448098540306091,2.65246465270382,40526,-14.5105661905259,-13.4488974344884,1.96838224542752,-7.45214226728568,-6.83246227491111,0.508031406157499,2020-09-23 19:07:30,"me",0.000460220996603037,0.27569585,0.000350998575495688,0.24268,985,46.6612357187845,10.5901939687208,12.4180821079834
"46","B1","S1A_IW_GRDH_1SDV_20210930T170715_20210930T170740_039914_04B91E_1F83_117",2021-09-30 17:07:15,"117",35.4385833740234,27.0387628516089,0.256709218025208,7655,0.447488278150558,2.76040104750137,43063,-15.8297446713434,-15.3563597558829,2.22685009691021,-9.37125512757605,-6.89600066802436,0.449064802964292,2021-09-30 19:07:30,"me",0.00080422565552213,0.248510825,0.000729017914609395,0.2407558375,985,46.6612357187845,10.5901939687208,12.4180821079834
"47","B1","S1A_IW_GRDH_1SDV_20220225T052721_20220225T052746_042065_0502D5_DBBA_168",2022-02-25 05:27:21,"168",38.7146186828613,50.4470077022168,NA,4001,NA,2.33522019408207,NA,-25.2485450607667,-21.2205176540091,1.40272015901494,-16.950371507736,-15.1281191174376,0.712900569349662,2022-02-25 06:22:30,"me",0.000292239764271439,0.1575116375,1.7055016019586e-05,0.161135825,985,46.6612357187845,10.5901939687208,12.4180821079834
"48","B1","S1B_IW_GRDH_1SDV_20210904T052620_20210904T052645_028544_036806_070F_168",2021-09-04 05:26:20,"168",38.8536376953125,50.8219268498702,0.256709218025208,6832,0.447488278150558,2.43094306083951,43063,-19.0704084927423,-18.4704802291347,1.54930200438753,-11.2826626213135,-11.9218074828713,0.645451950083368,2021-09-04 07:22:30,"me",0.0593884752531147,0.2689933125,0.0315411206512569,0.30699,985,46.6612357187845,10.5901939687208,12.4180821079834
"49","B1","S1A_IW_GRDH_1SDV_20200713T170705_20200713T170730_033439_03DFF1_FCBE_117",2020-07-13 17:07:05,"117",35.4395332336426,27.0284143183549,0.188895344734192,NA,0.431267261505127,2.64953046324842,44937,-19.0174437904954,-14.800321350181,1.96193278792619,-8.24559423267479,-7.54374535216638,0.509701456723717,2020-07-13 19:07:30,"me",0.000285133387332014,0.1197375,0.000325577314715174,0.137144175,985,46.6612357187845,10.5901939687208,12.4180821079834
"50","B1","S1A_IW_GRDH_1SDV_20201102T052719_20201102T052744_035065_04175E_1DCB_168",2020-11-02 05:27:19,"168",38.7114524841309,50.4435961876442,NA,6250,NA,2.40868987510209,NA,-21.8202480163841,-19.8548836299065,1.51365207662248,-15.820679782426,-13.1172043672084,0.66065380244539,2020-11-02 06:22:30,"me",4.39043034011814e-05,0.258018325,0,0.2229,985,46.6612357187845,10.5901939687208,12.4180821079834
"51","B1","S1B_IW_GRDH_1SDV_20200805T171433_20200805T171458_022791_02B417_ACA5_15",2020-08-05 17:14:33,"15",44.7109832763672,35.8109210494159,0.30113297700882,7372,0.505389928817749,2.59580493974885,43373,-15.7140262125272,-14.4640951720619,1.84860708688476,-9.36934172514442,-7.82432095748182,0.540947834234034,2020-08-05 19:07:30,"me",0.000281864653436964,0.23015,0.000361951961838273,0.2221616625,985,46.6612357187845,10.5901939687208,12.4180821079834
"52","B1","S1A_IW_GRDH_1SDV_20221223T171540_20221223T171605_046462_059108_2A73_15",2022-12-23 17:15:40,"15",44.000373840332,35.6067702340383,0.098961777985096,NA,0.332682311534882,2.57900193418915,37498,-22.4866122579913,-15.8732194689883,1.81492290259911,-10.1579271594538,-8.74594697452801,0.550987592127425,2022-12-23 18:22:30,"me",0.00108998896193624,0.26579,0.000974675298313685,0.27032415,985,46.6612357187845,10.5901939687208,12.4180821079834
"53","B1","S1B_IW_GRDH_1SDV_20210730T052618_20210730T052643_028019_0357B2_C999_168",2021-07-30 05:26:18,"168",38.852596282959,50.8236582671714,0.318798869848251,NA,0.520526230335236,2.40805437596875,43280,-16.9467391745946,-18.5075097819058,1.51264863549227,-18.1297096240523,-12.2351677366785,0.661092058351388,2021-07-30 07:22:30,"me",0.00033333276380904,0.2034833,6.22264241069888e-05,0.179636675,985,46.6612357187845,10.5901939687208,12.4180821079834
"54","B1","S1A_IW_GRDH_1SDV_20221019T170721_20221019T170746_045514_057116_E59E_117",2022-10-19 17:07:21,"117",35.4300117492676,27.0309388728756,0.260925382375717,6611,0.450110733509064,2.6331977901253,40970,-14.3625707006435,-14.557022857018,1.9265390201313,-13.7675406677863,-7.55604880301147,0.519065531271642,2022-10-19 19:07:30,"me",0.000292924770632323,0.1610100125,1.06417556956489e-05,0.1683575125,985,46.6612357187845,10.5901939687208,12.4180821079834
"55","B1","S1A_IW_GRDH_1SDV_20230429T170718_20230429T170743_048314_05CF81_AA04_117",2023-04-29 17:07:18,"117",35.4407958984375,27.040617534218,NA,6082,NA,2.79450017158171,NA,-21.6559328166543,-14.4842027197205,2.31812573150533,-9.44135436837936,-6.24823861918601,0.431382986008539,2023-04-29 19:07:30,"me",0.000485322001355799,0.196450825,0.000182563710503639,0.2175683375,985,46.6612357187845,10.5901939687208,12.4180821079834
"56","B1","S1B_IW_GRDH_1SDV_20210402T171432_20210402T171457_026291_032349_C530_15",2021-04-02 17:14:32,"15",44.7110939025879,35.8122627271379,-0.0211808923631907,4369,0.218744456768036,2.50598249236149,43333,-19.7460280832428,-16.0940560025187,1.67734479652954,-9.47113832856149,-9.59495986503048,0.596180345310648,2021-04-02 19:07:30,"me",0.000292791824327212,0.0819091625,1.45824972753567e-05,0.08430499375,985,46.6612357187845,10.5901939687208,12.4180821079834
"57","B1","S1A_IW_GRDH_1SDV_20220808T170719_20220808T170744_044464_054E50_D8BE_117",2022-08-08 17:07:19,"117",35.4394607543945,27.0393234211222,0.254661083221436,7278,0.411362379789352,2.6101119248376,41291,-15.8356973696181,-14.2235268554409,1.8779295768349,-11.4882891982461,-7.5740469881802,0.532501331431939,2022-08-08 19:07:30,"me",0.000624555715803527,0.215223325,0.000633639751047188,0.2253966625,985,46.6612357187845,10.5901939687208,12.4180821079834
"58","B1","S1A_IW_GRDH_1SDV_20210614T170710_20210614T170735_038339_048648_E0D9_117",2021-06-14 17:07:10,"117",35.4351692199707,27.035457018648,0.343964666128159,7085,0.480430841445923,2.66008464664663,43424,-16.7546608975339,-12.8798771599208,1.98526320337275,-9.3715574976562,-6.48774285346108,0.503711547315795,2021-06-14 19:07:30,"me",0.000459951542284616,0.1205274875,0.000400955091001471,0.133218325,985,46.6612357187845,10.5901939687208,12.4180821079834
